"jobTitle","skill","countVal"
": Infrastructure Engineer/Admin","Clojure",0
": Infrastructure Engineer/Admin","D3",0
": Infrastructure Engineer/Admin","F.",0
": Infrastructure Engineer/Admin","Fortran",0
": Infrastructure Engineer/Admin","Golang",0
": Infrastructure Engineer/Admin","Hadoop",1
": Infrastructure Engineer/Admin","Haskell",0
": Infrastructure Engineer/Admin","Java",1
": Infrastructure Engineer/Admin","Javascript",0
": Infrastructure Engineer/Admin","Julia",0
": Infrastructure Engineer/Admin","Knime",0
": Infrastructure Engineer/Admin","Lisp",0
": Infrastructure Engineer/Admin","Matlab",0
": Infrastructure Engineer/Admin","Minitab",0
": Infrastructure Engineer/Admin","Python",1
": Infrastructure Engineer/Admin","R",0
": Infrastructure Engineer/Admin","Ruby",0
": Infrastructure Engineer/Admin","SAS",1
": Infrastructure Engineer/Admin","Scala",1
": Infrastructure Engineer/Admin","Spark",1
": Infrastructure Engineer/Admin","SPSS",0
": Infrastructure Engineer/Admin","SQL",1
": Infrastructure Engineer/Admin","Stata",0
": Infrastructure Engineer/Admin","Tableau",1
"10138 Data Scientist","C",0
"10138 Data Scientist","Clojure",0
"10138 Data Scientist","D3",0
"10138 Data Scientist","F.",0
"10138 Data Scientist","Fortran",0
"10138 Data Scientist","Golang",0
"10138 Data Scientist","Hadoop",0
"10138 Data Scientist","Haskell",0
"10138 Data Scientist","Java",0
"10138 Data Scientist","Javascript",0
"10138 Data Scientist","Julia",0
"10138 Data Scientist","Knime",0
"10138 Data Scientist","Lisp",0
"10138 Data Scientist","Matlab",0
"10138 Data Scientist","Minitab",0
"10138 Data Scientist","Python",1
"10138 Data Scientist","R",1
"10138 Data Scientist","Ruby",0
"10138 Data Scientist","SAS",0
"10138 Data Scientist","Scala",0
"10138 Data Scientist","Spark",0
"10138 Data Scientist","SPSS",0
"10138 Data Scientist","SQL",1
"10138 Data Scientist","Stata",0
"10138 Data Scientist","Tableau",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","C",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Clojure",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","D3",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","F.",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Fortran",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Golang",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Hadoop",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Haskell",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Java",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Javascript",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Julia",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Knime",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Lisp",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Matlab",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Minitab",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Python",1
"2020 CIMIC Graduate Program - Graduate Data Scientist","R",1
"2020 CIMIC Graduate Program - Graduate Data Scientist","Ruby",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","SAS",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Scala",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Spark",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","SPSS",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","SQL",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Stata",0
"2020 CIMIC Graduate Program - Graduate Data Scientist","Tableau",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","C",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Clojure",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","D3",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","F.",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Fortran",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Golang",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Hadoop",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Haskell",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Java",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Javascript",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Julia",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Knime",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Lisp",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Matlab",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Minitab",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Python",1
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","R",1
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Ruby",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","SAS",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Scala",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Spark",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","SPSS",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","SQL",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Stata",0
"2020 CIMIC Graduate Program - UGL - Graduate Data Scientist","Tableau",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","C",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Clojure",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","D3",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","F.",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Fortran",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Golang",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Hadoop",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Haskell",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Java",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Javascript",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Julia",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Knime",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Lisp",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Matlab",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Minitab",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Python",1
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","R",1
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Ruby",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","SAS",1
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Scala",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Spark",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","SPSS",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","SQL",1
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Stata",0
"4 X Contract Data Scientists :: Market Leading Analytics Firm :: 6 Months","Tableau",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","C",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Clojure",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","D3",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","F.",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Fortran",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Golang",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Hadoop",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Haskell",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Java",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Javascript",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Julia",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Knime",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Lisp",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Matlab",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Minitab",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Python",2
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","R",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Ruby",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","SAS",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Scala",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Spark",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","SPSS",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","SQL",2
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Stata",0
"5+ yrs' exp in Data Science with Proficiency in Python(3 Pos- Mel,Syd,Bris)","Tableau",0
"Academic Data Scientist","C",0
"Academic Data Scientist","Clojure",0
"Academic Data Scientist","D3",0
"Academic Data Scientist","F.",0
"Academic Data Scientist","Fortran",0
"Academic Data Scientist","Golang",0
"Academic Data Scientist","Hadoop",0
"Academic Data Scientist","Haskell",0
"Academic Data Scientist","Java",0
"Academic Data Scientist","Javascript",0
"Academic Data Scientist","Julia",0
"Academic Data Scientist","Knime",0
"Academic Data Scientist","Lisp",0
"Academic Data Scientist","Matlab",0
"Academic Data Scientist","Minitab",0
"Academic Data Scientist","Python",0
"Academic Data Scientist","R",0
"Academic Data Scientist","Ruby",0
"Academic Data Scientist","SAS",0
"Academic Data Scientist","Scala",0
"Academic Data Scientist","Spark",0
"Academic Data Scientist","SPSS",0
"Academic Data Scientist","SQL",3
"Academic Data Scientist","Stata",0
"Academic Data Scientist","Tableau",0
"Actuarial Analyst","C",0
"Actuarial Analyst","Clojure",0
"Actuarial Analyst","D3",0
"Actuarial Analyst","F.",0
"Actuarial Analyst","Fortran",0
"Actuarial Analyst","Golang",0
"Actuarial Analyst","Hadoop",0
"Actuarial Analyst","Haskell",0
"Actuarial Analyst","Java",0
"Actuarial Analyst","Javascript",0
"Actuarial Analyst","Julia",0
"Actuarial Analyst","Knime",0
"Actuarial Analyst","Lisp",0
"Actuarial Analyst","Matlab",0
"Actuarial Analyst","Minitab",0
"Actuarial Analyst","Python",1
"Actuarial Analyst","R",1
"Actuarial Analyst","Ruby",0
"Actuarial Analyst","SAS",1
"Actuarial Analyst","Scala",0
"Actuarial Analyst","Spark",0
"Actuarial Analyst","SPSS",0
"Actuarial Analyst","SQL",1
"Actuarial Analyst","Stata",0
"Actuarial Analyst","Tableau",1
"Actuarial Analyst/Data Scientist","C",0
"Actuarial Analyst/Data Scientist","Clojure",0
"Actuarial Analyst/Data Scientist","D3",0
"Actuarial Analyst/Data Scientist","F.",0
"Actuarial Analyst/Data Scientist","Fortran",0
"Actuarial Analyst/Data Scientist","Golang",0
"Actuarial Analyst/Data Scientist","Hadoop",0
"Actuarial Analyst/Data Scientist","Haskell",0
"Actuarial Analyst/Data Scientist","Java",0
"Actuarial Analyst/Data Scientist","Javascript",0
"Actuarial Analyst/Data Scientist","Julia",0
"Actuarial Analyst/Data Scientist","Knime",0
"Actuarial Analyst/Data Scientist","Lisp",0
"Actuarial Analyst/Data Scientist","Matlab",0
"Actuarial Analyst/Data Scientist","Minitab",0
"Actuarial Analyst/Data Scientist","Python",1
"Actuarial Analyst/Data Scientist","R",1
"Actuarial Analyst/Data Scientist","Ruby",0
"Actuarial Analyst/Data Scientist","SAS",1
"Actuarial Analyst/Data Scientist","Scala",0
"Actuarial Analyst/Data Scientist","Spark",0
"Actuarial Analyst/Data Scientist","SPSS",0
"Actuarial Analyst/Data Scientist","SQL",1
"Actuarial Analyst/Data Scientist","Stata",0
"Actuarial Analyst/Data Scientist","Tableau",0
"Actuarial Data Scientist","C",0
"Actuarial Data Scientist","Clojure",0
"Actuarial Data Scientist","D3",0
"Actuarial Data Scientist","F.",0
"Actuarial Data Scientist","Fortran",0
"Actuarial Data Scientist","Golang",0
"Actuarial Data Scientist","Hadoop",0
"Actuarial Data Scientist","Haskell",0
"Actuarial Data Scientist","Java",0
"Actuarial Data Scientist","Javascript",0
"Actuarial Data Scientist","Julia",0
"Actuarial Data Scientist","Knime",0
"Actuarial Data Scientist","Lisp",0
"Actuarial Data Scientist","Matlab",0
"Actuarial Data Scientist","Minitab",0
"Actuarial Data Scientist","Python",2
"Actuarial Data Scientist","R",2
"Actuarial Data Scientist","Ruby",0
"Actuarial Data Scientist","SAS",0
"Actuarial Data Scientist","Scala",0
"Actuarial Data Scientist","Spark",0
"Actuarial Data Scientist","SPSS",0
"Actuarial Data Scientist","SQL",2
"Actuarial Data Scientist","Stata",0
"Actuarial Data Scientist","Tableau",0
"Actuarial Data Scientist ","C",0
"Actuarial Data Scientist ","Clojure",0
"Actuarial Data Scientist ","D3",0
"Actuarial Data Scientist ","F.",0
"Actuarial Data Scientist ","Fortran",0
"Actuarial Data Scientist ","Golang",0
"Actuarial Data Scientist ","Hadoop",0
"Actuarial Data Scientist ","Haskell",0
"Actuarial Data Scientist ","Java",0
"Actuarial Data Scientist ","Javascript",0
"Actuarial Data Scientist ","Julia",0
"Actuarial Data Scientist ","Knime",0
"Actuarial Data Scientist ","Lisp",0
"Actuarial Data Scientist ","Matlab",0
"Actuarial Data Scientist ","Minitab",0
"Actuarial Data Scientist ","Python",1
"Actuarial Data Scientist ","R",1
"Actuarial Data Scientist ","Ruby",0
"Actuarial Data Scientist ","SAS",0
"Actuarial Data Scientist ","Scala",0
"Actuarial Data Scientist ","Spark",0
"Actuarial Data Scientist ","SPSS",0
"Actuarial Data Scientist ","SQL",1
"Actuarial Data Scientist ","Stata",0
"Actuarial Data Scientist ","Tableau",0
"Actuarial Graduate ","C",0
"Actuarial Graduate ","Clojure",0
"Actuarial Graduate ","D3",0
"Actuarial Graduate ","F.",0
"Actuarial Graduate ","Fortran",0
"Actuarial Graduate ","Golang",0
"Actuarial Graduate ","Hadoop",0
"Actuarial Graduate ","Haskell",0
"Actuarial Graduate ","Java",0
"Actuarial Graduate ","Javascript",0
"Actuarial Graduate ","Julia",0
"Actuarial Graduate ","Knime",0
"Actuarial Graduate ","Lisp",0
"Actuarial Graduate ","Matlab",0
"Actuarial Graduate ","Minitab",0
"Actuarial Graduate ","Python",1
"Actuarial Graduate ","R",1
"Actuarial Graduate ","Ruby",0
"Actuarial Graduate ","SAS",1
"Actuarial Graduate ","Scala",0
"Actuarial Graduate ","Spark",0
"Actuarial Graduate ","SPSS",0
"Actuarial Graduate ","SQL",1
"Actuarial Graduate ","Stata",0
"Actuarial Graduate ","Tableau",0
"Advanced Analytics and Data Scientist positions","C",0
"Advanced Analytics and Data Scientist positions","Clojure",0
"Advanced Analytics and Data Scientist positions","D3",0
"Advanced Analytics and Data Scientist positions","F.",0
"Advanced Analytics and Data Scientist positions","Fortran",0
"Advanced Analytics and Data Scientist positions","Golang",0
"Advanced Analytics and Data Scientist positions","Hadoop",0
"Advanced Analytics and Data Scientist positions","Haskell",0
"Advanced Analytics and Data Scientist positions","Java",0
"Advanced Analytics and Data Scientist positions","Javascript",0
"Advanced Analytics and Data Scientist positions","Julia",0
"Advanced Analytics and Data Scientist positions","Knime",0
"Advanced Analytics and Data Scientist positions","Lisp",0
"Advanced Analytics and Data Scientist positions","Matlab",0
"Advanced Analytics and Data Scientist positions","Minitab",0
"Advanced Analytics and Data Scientist positions","Python",1
"Advanced Analytics and Data Scientist positions","R",1
"Advanced Analytics and Data Scientist positions","Ruby",0
"Advanced Analytics and Data Scientist positions","SAS",0
"Advanced Analytics and Data Scientist positions","Scala",0
"Advanced Analytics and Data Scientist positions","Spark",0
"Advanced Analytics and Data Scientist positions","SPSS",0
"Advanced Analytics and Data Scientist positions","SQL",1
"Advanced Analytics and Data Scientist positions","Stata",0
"Advanced Analytics and Data Scientist positions","Tableau",0
"Advanced Analytics Data Scientist","C",0
"Advanced Analytics Data Scientist","Clojure",0
"Advanced Analytics Data Scientist","D3",0
"Advanced Analytics Data Scientist","F.",0
"Advanced Analytics Data Scientist","Fortran",0
"Advanced Analytics Data Scientist","Golang",0
"Advanced Analytics Data Scientist","Hadoop",0
"Advanced Analytics Data Scientist","Haskell",0
"Advanced Analytics Data Scientist","Java",0
"Advanced Analytics Data Scientist","Javascript",0
"Advanced Analytics Data Scientist","Julia",0
"Advanced Analytics Data Scientist","Knime",0
"Advanced Analytics Data Scientist","Lisp",0
"Advanced Analytics Data Scientist","Matlab",0
"Advanced Analytics Data Scientist","Minitab",0
"Advanced Analytics Data Scientist","Python",1
"Advanced Analytics Data Scientist","R",1
"Advanced Analytics Data Scientist","Ruby",0
"Advanced Analytics Data Scientist","SAS",0
"Advanced Analytics Data Scientist","Scala",0
"Advanced Analytics Data Scientist","Spark",1
"Advanced Analytics Data Scientist","SPSS",0
"Advanced Analytics Data Scientist","SQL",0
"Advanced Analytics Data Scientist","Stata",0
"Advanced Analytics Data Scientist","Tableau",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","C",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Clojure",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","D3",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","F.",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Fortran",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Golang",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Hadoop",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Haskell",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Java",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Javascript",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Julia",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Knime",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Lisp",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Matlab",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Minitab",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Python",1
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","R",1
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Ruby",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","SAS",1
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Scala",1
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Spark",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","SPSS",1
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","SQL",1
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Stata",0
"Advanced Analytics, Data Insight Consultant, Data Scientist -Data Analytics Lead","Tableau",1
"Agricultural Data Scientist","C",0
"Agricultural Data Scientist","Clojure",0
"Agricultural Data Scientist","D3",0
